"s"	"ct"
"http://rdf.glycoinfo.org/glycan/G20242VY"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:a-dman-HEX-1:5
6b:b-dman-HEX-1:5
7b:a-dglc-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:4o(2+1)5d
5:5o(2+1)6d
6:4o(3+1)7d"
"http://rdf.glycoinfo.org/glycan/G81326LC"	"RES
1b:x-dglc-HEX-1:5
2b:b-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
14b:b-dglc-HEX-1:5
15s:n-acetyl
16b:b-dgal-HEX-1:5
17b:b-dglc-HEX-1:5
18s:n-acetyl
19b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(2+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:3o(4+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:2o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(3+1)14d
14:14d(2+1)15n
15:14o(4+1)16d
16:10o(6+1)17d
17:17d(2+1)18n
18:17o(4+1)19d"
"http://rdf.glycoinfo.org/glycan/G65384VQ"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:b-dxyl-PEN-1:5
7b:a-dman-HEX-1:5
8b:b-dglc-HEX-1:5
9s:n-acetyl
10b:b-dgal-HEX-1:5
11b:a-dman-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:7o(2+1)8d
8:8d(2+1)9n
9:8o(3+1)10d
10:5o(6+1)11d
11:11o(2+1)12d
12:12d(2+1)13n
13:12o(3+1)14d"
"http://rdf.glycoinfo.org/glycan/G16870CD"	"RES
1b:b-dgal-HEX-1:4
2b:b-dgal-HEX-1:4
LIN
1:1o(5+1)2d"
"http://rdf.glycoinfo.org/glycan/G53779GK"	"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G47338FR"	"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
LIN
1:1o(6+1)2d
2:2o(6+1)3d
3:3d(2+1)4n"
"http://rdf.glycoinfo.org/glycan/G84513VG"	"RES
1b:a-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d"
"http://rdf.glycoinfo.org/glycan/G51942VF"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d"
"http://rdf.glycoinfo.org/glycan/G34162SG"	"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:a-dxyl-PEN-1:5
5b:a-lara-PEN-1:4
6b:a-dxyl-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(6+1)4d
4:4o(2+1)5d
5:2o(6+1)6d"
"http://rdf.glycoinfo.org/glycan/G99944PF"	"RES
1b:b-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d
3:3o(6+1)1d"
"http://rdf.glycoinfo.org/glycan/G89213ZV"	"RES
1b:x-dglc-HEX-1:5
2s:amino
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:a-dman-HEX-1:5
6b:a-dman-HEX-1:5
7s:phosphate
8s:phosphate
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(6+1)4d
4:4o(2+1)5d
5:5o(2+1)6d
6:5o(6+1)7n
7:1o(6+1)8n"
"http://rdf.glycoinfo.org/glycan/G66488GE"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:5o(6+1)9d
9:9o(2+1)10d
10:9o(6+1)11d
11:11o(6+1)12d"
"http://rdf.glycoinfo.org/glycan/G09162WC"	"RES
1b:x-dglc-HEX-1:5
2s:amino
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dglc-HEX-1:5
6s:amino
7b:b-dglc-HEX-1:5
8s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7d(2+1)8n"
"http://rdf.glycoinfo.org/glycan/G33559CW"	"RES
1b:a-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G12155KE"	"RES
1b:b-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:1o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G00061MO"	"RES
1b:b-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(3+1)4d
4:4d(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G04765GH"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(3+1)6d
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d"
"http://rdf.glycoinfo.org/glycan/G71386ED"	"RES
1b:b-dglc-HEX-1:5
2s:acetyl
3s:acetyl
4b:b-dgal-HEX-1:5
5s:acetyl
6b:b-dglc-HEX-1:5
7s:n-acetyl
8s:acetyl
9b:b-dgal-HEX-1:5
10s:acetyl
11s:acetyl
12s:acetyl
13s:acetyl
14s:acetyl
15s:acetyl
16s:acetyl
17s:acetyl
LIN
1:1o(2+1)2n
2:1o(3+1)3n
3:1o(4+1)4d
4:4o(2+1)5n
5:4o(3+1)6d
6:6d(2+1)7n
7:6o(3+1)8n
8:6o(4+1)9d
9:9o(2+1)10n
10:9o(3+1)11n
11:9o(4+1)12n
12:9o(6+1)13n
13:6o(6+1)14n
14:4o(4+1)15n
15:4o(6+1)16n
16:1o(6+1)17n"
"http://rdf.glycoinfo.org/glycan/G26644CA"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:a-dman-HEX-1:5
6b:b-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(6+1)6d"
"http://rdf.glycoinfo.org/glycan/G54843VG"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13b:b-dglc-HEX-1:5
14s:n-acetyl
15b:a-dman-HEX-1:5
16b:a-dman-HEX-1:5
17b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:6o(4+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:5o(4+1)13d
13:13d(2+1)14n
14:5o(6+1)15d
15:15o(3+1)16d
16:15o(6+1)17d"
"http://rdf.glycoinfo.org/glycan/G05724WC"	"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:a-dglc-HEX-1:5
5s:n-acetyl
6b:b-dglc-HEX-1:5
7s:n-acetyl
8b:b-dgal-HEX-1:5
9b:a-dglc-HEX-1:5
10s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(4+1)9d
9:9d(2+1)10n"
"http://rdf.glycoinfo.org/glycan/G50737AO"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(3+1)5d
5:5o(3+1)6d"
"http://rdf.glycoinfo.org/glycan/G33969TN"	"RES
1b:x-dman-HEX-1:5
2b:b-dman-HEX-1:5
3b:b-dman-HEX-1:5
4b:b-dman-HEX-1:5
5b:b-dman-HEX-1:5
6b:b-dman-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d"
"http://rdf.glycoinfo.org/glycan/G21454XY"	"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d"
"http://rdf.glycoinfo.org/glycan/G20659ZK"	"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
3s:n-acetyl
LIN
1:1o(6+1)2d
2:2d(2+1)3n"
"http://rdf.glycoinfo.org/glycan/G31331FO"	"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:a-dman-HEX-1:5
6b:a-dman-HEX-1:5
LIN
1:1o(2+1)2d
2:2o(2+1)3d
3:3o(2+1)4d
4:4o(2+1)5d
5:5o(3+1)6d"
"http://rdf.glycoinfo.org/glycan/G31832SN"	"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-lara-PEN-1:4
4b:b-dgal-HEX-1:5
5b:a-lara-PEN-1:4
6b:b-dgal-HEX-1:5
7b:a-lara-PEN-1:4
8b:a-lara-PEN-1:4
LIN
1:1o(6+1)2d
2:2o(3+1)3d
3:2o(6+1)4d
4:4o(3+1)5d
5:4o(6+1)6d
6:6o(3+1)7d
7:7o(5+1)8d"
"http://rdf.glycoinfo.org/glycan/G00850LT"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(6+1)7d
7:5o(6+1)8d"
"http://rdf.glycoinfo.org/glycan/G24748QU"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13b:a-dman-HEX-1:5
14b:b-dglc-HEX-1:5
15s:n-acetyl
16b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:5o(6+1)13d
13:13o(2+1)14d
14:14d(2+1)15n
15:14o(4+1)16d"
"http://rdf.glycoinfo.org/glycan/G80513AU"	"RES
1b:x-xgal-HEX-1:5
2b:b-xgal-HEX-1:4
3b:b-xgal-HEX-1:4
4b:a-xglc-HEX-1:5
5b:b-xgal-HEX-1:4
6b:a-xglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d
3:3o(2+1)4d
4:3o(6+1)5d
5:5o(2+1)6d"
"http://rdf.glycoinfo.org/glycan/G17639DA"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dglc-HEX-1:5
10b:a-dglc-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
13b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:8o(3+1)9d
9:9o(3+1)10d
10:5o(6+1)11d
11:11o(3+1)12d
12:12o(2+1)13d"
"http://rdf.glycoinfo.org/glycan/G97220OU"	"RES
1b:x-dara-PEN-1:4
2b:a-dara-PEN-1:4
LIN
1:1o(5+1)2d"
"http://rdf.glycoinfo.org/glycan/G19899HK"	"RES
1b:a-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
7b:a-dglc-HEX-1:5
8b:x-dglc-HEX-1:5
9b:x-dglc-HEX-1:5
10b:x-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d
6:6o(4+1)7d
7:7o(4+1)1d
8:7o(6+1)8d
9:6o(6+1)9d
10:3o(6+1)10d"
"http://rdf.glycoinfo.org/glycan/G41923EO"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:a-dman-HEX-1:5
13b:b-dglc-HEX-1:5
14s:n-acetyl
15b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:6o(4+1)10d
10:10d(2+1)11n
11:5o(6+1)12d
12:12o(2+1)13d
13:13d(2+1)14n
14:13o(4+1)15d"
"http://rdf.glycoinfo.org/glycan/G89834SY"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:5o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n
12:11o(4+1)13d"
"http://rdf.glycoinfo.org/glycan/G73150IZ"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:b-dgal-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:a-dman-HEX-1:5
15b:b-dglc-HEX-1:5
16s:n-acetyl
17b:b-dgal-HEX-1:5
18b:b-dglc-HEX-1:5
19s:n-acetyl
20b:b-dglc-HEX-1:5
21s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:6o(4+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:5o(4+1)12d
12:12d(2+1)13n
13:5o(6+1)14d
14:14o(2+1)15d
15:15d(2+1)16n
16:15o(4+1)17d
17:14o(4+1)18d
18:18d(2+1)19n
19:14o(6+1)20d
20:20d(2+1)21n"
"http://rdf.glycoinfo.org/glycan/G87577UZ"	"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:b-dglc-HEX-1:5
7s:n-acetyl
8b:b-dgal-HEX-1:5
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:5o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d"
"http://rdf.glycoinfo.org/glycan/G24841EW"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(4+1)7d
7:7d(2+1)8n
8:7o(4+1)9d"
"http://rdf.glycoinfo.org/glycan/G04478RR"	"RES
1b:a-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3s:phosphate
LIN
1:1o(1+1)2d
2:2o(4+1)3n"
"http://rdf.glycoinfo.org/glycan/G31794PK"	"RES
1b:x-dgal-HEX-1:5
2s:methyl
3s:methyl
4s:methyl
5b:b-dxyl-PEN-1:5
LIN
1:1o(2+1)2n
2:1o(3+1)3n
3:1o(4+1)4n
4:1o(6+1)5d"
"http://rdf.glycoinfo.org/glycan/G36191CD"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:5o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n
12:11o(4+1)13d"
"http://rdf.glycoinfo.org/glycan/G57746CF"	"RES
1b:x-dglc-HEX-1:5
2s:amino
3b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d"
"http://rdf.glycoinfo.org/glycan/G19854XH"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:a-dman-HEX-1:5
6s:phosphate
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(6+1)4d
4:4o(6+1)5d
5:5o(6+1)6n"
"http://rdf.glycoinfo.org/glycan/G80158KS"	"RES
1b:x-drib-PEN-1:4
2s:phosphate
3b:o-drib-PEN-0:0
4b:b-drib-PEN-1:4
5s:phosphate
6b:o-drib-PEN-0:0
7b:b-drib-PEN-1:4
8s:phosphate
9b:o-drib-PEN-0:0
10b:b-drib-PEN-1:4
11s:phosphate
12b:o-drib-PEN-0:0
13b:b-drib-PEN-1:4
14s:phosphate
15b:o-drib-PEN-0:0
16b:b-drib-PEN-1:4
LIN
1:1o(3+1)2n
2:2n(1+1)3o
3:3o(5+1)4d
4:4o(3+1)5n
5:5n(1+1)6o
6:6o(5+1)7d
7:7o(3+1)8n
8:8n(1+1)9o
9:9o(5+1)10d
10:10o(3+1)11n
11:11n(1+1)12o
12:12o(5+1)13d
13:13o(3+1)14n
14:14n(1+1)15o
15:15o(5+1)16d"
"http://rdf.glycoinfo.org/glycan/G74004KO"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
13b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:8o(3+1)9d
9:6o(6+1)10d
10:5o(6+1)11d
11:11o(3+1)12d
12:11o(6+1)13d"
"http://rdf.glycoinfo.org/glycan/G76837VW"	"RES
1b:b-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3s:n-acetyl
4b:b-dglc-HEX-1:5
5s:n-acetyl
LIN
1:1o(3+1)2d
2:2d(2+1)3n
3:1o(6+1)4d
4:4d(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G17094VX"	"RES
1b:b-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
5b:b-dglc-HEX-1:5
6b:b-dglc-HEX-1:5
7b:b-dglc-HEX-1:5
8b:b-dglc-HEX-1:5
9s:pyruvate
LIN
1:1o(3+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(6+1)5d
5:5o(6+1)6d
6:6o(3+1)7d
7:7o(3+1)8d
8:8o(4+1)9n
9:8o(6+1)9n"
"http://rdf.glycoinfo.org/glycan/G94350VF"	"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:b-dxyl-PEN-1:5
4b:a-lara-PEN-1:4
5b:b-dxyl-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(3+1)4d
4:3o(4+1)5d"
"http://rdf.glycoinfo.org/glycan/G52210JX"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9s:phosphate
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
13b:a-dman-HEX-1:5
14b:a-dman-HEX-1:5
15b:a-dman-HEX-1:5
16b:a-dman-HEX-1:5
17s:phosphate
18b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:7o(6+1)9n
9:9n(1+1)10o
10:6o(6+1)11d
11:11o(2+1)12d
12:5o(6+1)13d
13:13o(3+1)14d
14:13o(6+1)15d
15:15o(2+1)16d
16:15o(6+1)17n
17:17n(1+1)18o"
"http://rdf.glycoinfo.org/glycan/G97536OM"	"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G55628ML"	"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
5b:a-dxyl-PEN-1:5
6b:a-dxyl-PEN-1:5
7b:a-lara-PEN-1:4
8b:b-dara-PEN-1:4
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(6+1)5d
5:3o(6+1)6d
6:6o(2+1)7d
7:7o(3+1)8d"
"http://rdf.glycoinfo.org/glycan/G36999JV"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:x-dglc-HEX-1:5
8s:n-acetyl
9b:a-dman-HEX-1:5
10b:x-dglc-HEX-1:5
11s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:5o(6+1)9d
9:9o(2+1)10d
10:10d(2+1)11n"
"http://rdf.glycoinfo.org/glycan/G23782GU"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:a-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(4+1)6d"
"http://rdf.glycoinfo.org/glycan/G44782GU"	"RES
1b:x-lido-HEX-1:5"
"http://rdf.glycoinfo.org/glycan/G57081XV"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:a-dman-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dglc-HEX-1:5
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:5d(2+1)6n
6:3o(4+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9o(2+1)10d
10:10d(2+1)11n
11:9o(6+1)12d
12:12d(2+1)13n"
"http://rdf.glycoinfo.org/glycan/G62672CD"	"RES
1b:b-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:a-dgal-HEX-1:5
7b:b-dgal-HEX-1:5
8s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(3+1)7d
7:7d(2+1)8n"
